CLOS_YM,JHNT_MBN,JHNT_CTN,JHCR_DE,JHNT_CLOS_DE,FRFT_AFTR_JHNT_REQR_DYCT,JHNT_RQUT_CHNL_SECD,INFO_OTPB_GRAD_CD,MDTN_HOPE_GRD_CD,IDIF_AOFR_YN,EMAIL_RCYN,EMPL_STLE_CD,DSPT_LABR_YN,COMM_WAGE_TYCD,HOPE_WAGE_SM_AMT,AFIV_RDJT_PSBL_YN,HOPE_JSCD1,HOPE_JSCD2,HOPE_JSCD3,HPAR_CD1,HPAR_CD2,HPAR_CD3,CYC1,CARR_MYCT1,CYC2,CARR_MYCT2,CYC3,CARR_MYCT3,ACCR_STCD,ACCR_CD,DRV_PSBL_YN,AGE,SAEIL_CNTC_AGRE_YN,SHRS_IDIF_AOFR_YN,SULC_IDIF_AOFR_YN,IDIF_IQRY_AGRE_YN,DLY_LABR_HOPE_YN,RQAG_HOPE_YN,SHSY_YN,MDTN_HOPE_YN,JHNT_PPOS_CD,SXDS_CD,SMS_RCYN,EMAIL_OTPB_YN,MPNO_OTPB_YN,MAJR_CD1,BFR_WTM6_JHCR_CT,BFR_UEPS_RECP_CT,UEPS_RECP_YN,BFR_EJAP_CT,SFID_WRTN_AFTR_ELPS_DYCT,SFID_IEM_NUM,SFID_LTTR_NUM,BFR_PSIS_ELPS_DYCT,BFR_RLTY_SNSC,BFR_IVTG_SNSC,BFR_ARTY_SNSC,BFR_SCTY_SNSC,BFR_EPTY_SNSC,BFR_CSTP_SNSC,BFR_INTS_CD2,AREA_CD,HPAR_CSCY_SCOR,BFR_OCTR_YN,BFR_OCTR_CT,KECO_CD1,OCTR_HOPE_JSFC_CSCY_SCOR1,OCTR_HOPE_JSFC_CSCY_SCOR2,IPS_IRDS_NMPR,JBHT_NMPR,RCIT_NMPR,JO_DRNG_RATE,AVG_OTIO_MYAV_RMNT_AMT,AVG_HOPE_WAGE_SM_AMT,CRQF_CT,ETL_DT,MAKE_DT,ACQ_180_YN,ACQ_DT,MATCH_L_YN,MATCH_M_YN,MATCH_S_YN,LAST_JSCD,EMPN_DE,LAST_FRFT_DE
23-Nov,5322060932287,9391087740170,2021-03-30,2022-06-13,85,온라인,Y,불필요,Y,Y,기간제근로계약,Y,상용,8,N,977,711,362,76961,43580,15265,98,56,58,16,91,89,재학,(2/4년제) 대학,Y,32,N,Y,N,N,N,Y,N,N,직업훈련,여,Y,Y,N,589,53,26,5,36,11,6,32,226,58,83,7,7,56,20,IS,91102,시도 일치,N,83,7072,대분류 일치,중분류 일치,12,90,50,0.459,31,90,83,2024-04-05 6:41,2022-04-24 1:19,1,2020-07-21 20:42,1,1,1,416,2022-01-14,2025-03-03
23-Aug,8541683056427,3468939975253,2021-03-08,2022-11-10,89,온라인,N,불필요,N,N,파견근로계약,N,상용,19,Y,103,770,975,30328,40225,41772,22,7,73,64,22,21,중퇴,고등학교,Y,84,N,N,Y,Y,N,N,Y,N,구직급여,남,Y,N,Y,503,79,24,94,7,74,26,87,229,85,11,15,15,51,49,CA,82576,시군구 일치,N,64,8237,중분류 일치,소분류 일치,85,46,85,0.598,61,52,19,2021-03-08 2:45,2025-03-29 13:21,0,2021-02-09 16:01,0,0,1,837,2020-01-06,2022-12-02
21-Aug,6920427734908,5077080223606,2023-07-14,2023-11-25,23,오프라인,Y,불필요,N,Y,파견근로계약,Y,상용,26,Y,815,658,998,42197,32723,56034,59,65,7,83,68,21,재학,고등학교,N,73,N,Y,Y,N,Y,Y,N,Y,취업알선,여,N,N,N,682,26,62,23,82,191,59,81,195,31,77,25,59,5,39,IS,79358,시도 일치,Y,72,7050,소분류 일치,대분류 일치,68,73,54,0.617,2,8,53,2023-09-18 20:55,2021-11-07 12:13,0,2021-01-08 16:58,1,0,0,388,2022-06-14,2024-06-22
20-Feb,1543322092722,2973524363932,2023-07-09,2024-02-10,73,온라인,N,불필요,Y,N,파견근로계약,Y,일용,23,Y,480,677,206,89328,37626,14812,63,47,16,10,78,18,중퇴,고등학교,N,59,N,N,N,N,N,Y,Y,Y,취업알선,남,N,Y,Y,287,81,100,38,71,185,76,45,240,91,62,24,5,18,65,CA,94651,시도 일치,N,29,2204,대분류 일치,중분류 일치,84,71,10,0.739,30,31,66,2023-10-10 2:35,2020-01-06 15:49,1,2022-03-25 2:23,0,0,1,459,2021-11-28,2025-07-24
22-Mar,1760924925630,7901557868193,2022-10-01,2021-01-03,38,오프라인,Y,필요,N,N,기간제근로계약,N,일용,12,Y,107,164,487,12587,52326,44263,5,19,40,42,14,70,재학,4년제 대학,N,78,N,Y,N,Y,N,Y,N,N,직업훈련,여,N,Y,N,244,32,16,26,94,160,27,54,338,60,53,89,39,17,33,IS,58371,시군구 일치,N,41,8315,소분류 일치,대분류 일치,0,31,48,0.887,1,61,88,2023-04-02 2:46,2020-05-03 11:17,1,2020-05-14 21:52,1,1,1,651,2021-11-10,2024-12-01
22-Aug,2506578535281,3474000636355,2021-02-05,2022-03-20,8,오프라인,Y,필요,Y,N,기간의 정함이 없는 근로계약,Y,일용,37,Y,570,345,517,32132,52929,70757,49,13,21,94,49,38,재학,고등학교,Y,1,Y,N,Y,Y,N,Y,Y,Y,구직급여,남,Y,Y,N,368,28,71,44,1,182,56,89,201,45,48,61,1,55,65,CA,34359,시군구 일치,N,52,7856,소분류 일치,소분류 일치,70,91,99,0.261,60,35,79,2020-03-04 5:14,2020-10-08 22:21,0,2024-07-30 11:25,0,1,1,177,2021-04-19,2024-09-26
21-Apr,8426765040781,1297097998010,2022-01-01,2024-11-28,15,온라인,Y,필요,Y,N,기간의 정함이 없는 근로계약,Y,일용,52,Y,320,960,269,89987,33842,63289,38,42,51,86,30,90,재학,(2/4년제) 대학,Y,59,N,Y,N,Y,N,Y,N,N,구직급여,남,N,Y,N,699,76,53,57,48,95,77,56,109,2,57,56,79,87,36,IS,69999,시군구 일치,N,3,y,소분류 일치,대분류 일치,70,3,66,0.687,49,26,25,2024-03-13 7:47,2020-06-26 23:38,0,2021-11-06 20:42,0,0,0,788,2021-08-05,2021-02-02
24-Jul,9900795874726,7306107088544,2023-03-14,2020-01-07,68,오프라인,N,필요,N,N,기간제근로계약,N,일용,2,Y,795,973,558,62028,27878,22902,75,16,53,37,45,42,중퇴,고등학교,N,30,Y,N,N,N,N,Y,N,N,취업알선,남,N,N,Y,873,6,71,39,78,252,11,78,60,91,60,31,77,43,81,CA,12813,시군구 일치,Y,18,6612,중분류 일치,대분류 일치,80,92,10,0.354,80,0,87,2023-03-28 9:46,2023-04-21 12:18,1,2025-01-18 12:29,0,1,0,338,2024-03-11,2025-04-16
20-Dec,4704103833919,4440847857143,2025-02-21,2024-08-27,20,오프라인,N,불필요,Y,N,파견근로계약,Y,상용,39,N,484,730,393,68065,63903,87052,35,11,33,16,58,32,재학,(2/4년제) 대학,Y,59,Y,N,N,N,Y,N,Y,Y,취업알선,남,N,N,Y,238,91,14,89,90,182,75,44,121,31,86,48,41,66,62,CA,76681,시군구 일치,N,30,7579,중분류 일치,중분류 일치,60,100,30,0.713,51,56,59,2022-09-26 7:46,2020-08-22 12:11,1,2020-08-14 9:31,1,0,0,682,2022-03-29,2024-03-05
22-Oct,9899752410044,2933594053778,2025-03-22,2020-10-03,86,오프라인,N,필요,Y,Y,기간의 정함이 없는 근로계약,N,일용,71,Y,165,509,447,56622,63829,61242,28,78,64,12,30,37,중퇴,고등학교,N,67,N,Y,Y,N,Y,N,N,N,취업알선,남,N,N,N,503,63,93,18,89,326,53,48,248,52,15,24,14,5,36,IS,60543,시도 일치,Y,33,8538,대분류 일치,소분류 일치,0,5,28,0.609,78,71,15,2021-02-27 5:19,2024-07-25 16:40,1,2025-07-19 20:34,0,0,1,323,2022-05-28,2023-01-21
20-Nov,8691639434076,4709674473695,2023-09-21,2020-07-02,9,고용24,N,필요,N,Y,파견근로계약,N,일용,21,N,753,207,236,71308,99705,15709,67,88,65,61,1,9,중퇴,4년제 대학,N,17,Y,N,N,N,N,Y,Y,Y,직업훈련,남,N,Y,Y,581,55,84,26,49,180,21,49,280,78,94,17,40,32,41,IS,87451,시도 일치,N,98,8052,중분류 일치,대분류 일치,7,22,3,0.379,4,81,43,2022-11-02 18:33,2020-04-18 13:48,1,2023-01-20 7:36,1,0,1,248,2023-11-10,2022-05-23
21-Dec,2422775213630,5048724048367,2024-11-11,2023-08-23,32,고용24,N,필요,N,N,기간제근로계약,Y,일용,39,N,707,363,592,16096,51003,59554,56,88,67,63,72,66,중퇴,(2/4년제) 대학,Y,42,Y,Y,Y,Y,N,N,Y,N,취업알선,여,N,Y,Y,279,39,81,20,86,132,99,5,45,17,70,0,45,39,71,IS,74459,시도 일치,N,85,y,소분류 일치,중분류 일치,37,60,28,0.832,77,88,39,2025-04-04 23:08,2023-01-12 22:03,0,2021-04-20 16:34,0,0,1,584,2022-09-10,2023-01-28
25-Aug,7720682205092,2649697356088,2022-12-05,2025-03-26,100,오프라인,Y,불필요,Y,N,기간의 정함이 없는 근로계약,N,일용,50,Y,916,641,682,65902,96158,80917,14,90,43,3,52,95,재학,4년제 대학,Y,6,Y,Y,Y,Y,N,N,Y,Y,취업알선,여,N,N,N,587,49,3,85,48,208,37,56,186,86,54,3,86,9,4,IS,30944,시도 일치,Y,77,y,소분류 일치,소분류 일치,12,27,63,0.918,1,60,100,2020-01-11 20:32,2021-10-02 20:01,1,2023-11-25 21:24,1,1,1,893,2023-08-08,2024-09-16
23-Nov,6439596597997,8107155036682,2021-02-15,2022-09-11,2,온라인,N,필요,N,Y,기간의 정함이 없는 근로계약,N,일용,5,N,554,879,792,92553,15339,36194,84,18,59,62,10,96,졸업,4년제 대학,N,61,N,Y,Y,Y,Y,Y,N,N,직업훈련,남,Y,N,Y,910,33,30,47,21,266,35,34,3,96,97,60,76,46,92,IS,58578,시군구 일치,N,53,y,대분류 일치,중분류 일치,9,50,66,0.938,22,40,15,2023-12-22 15:38,2020-04-30 5:51,0,2024-05-21 2:33,0,1,0,606,2024-10-15,2024-09-27
22-Jun,5978874550033,6249264389063,2025-06-11,2021-08-06,67,오프라인,Y,불필요,Y,N,기간제근로계약,N,일용,15,Y,894,436,948,36861,49232,89562,4,50,43,42,89,35,졸업,(2/4년제) 대학,Y,90,N,N,Y,Y,Y,Y,N,N,구직급여,여,N,N,N,375,39,0,99,6,363,11,42,61,70,12,24,49,13,78,IS,73423,시군구 일치,Y,14,9143,대분류 일치,소분류 일치,39,54,40,0.406,27,79,85,2020-02-01 23:19,2021-12-16 0:16,0,2025-06-28 23:03,1,1,0,547,2021-07-16,2023-12-10
21-Apr,6949839399911,5816581245882,2020-05-03,2025-07-18,10,온라인,N,필요,N,N,기간의 정함이 없는 근로계약,N,상용,6,Y,592,774,689,36210,13676,66257,55,24,96,31,91,47,재학,(2/4년제) 대학,Y,92,N,N,Y,Y,Y,N,N,Y,취업알선,남,N,N,Y,890,82,97,81,74,73,79,53,19,16,64,67,65,95,12,CA,20385,시도 일치,N,42,5374,소분류 일치,대분류 일치,77,79,87,0.189,78,33,55,2021-11-24 1:49,2025-08-20 11:00,1,2024-08-13 8:01,0,0,0,466,2021-03-02,2023-01-17
20-May,9833062517101,5847574868830,2023-10-21,2020-11-15,98,온라인,Y,필요,Y,Y,파견근로계약,Y,일용,48,N,397,688,742,37303,69144,93405,59,78,50,20,25,80,재학,4년제 대학,N,60,N,N,N,N,N,N,Y,N,취업알선,남,Y,Y,Y,797,83,41,9,47,334,38,84,18,97,19,39,68,34,56,CA,94071,시군구 일치,Y,0,1070,소분류 일치,소분류 일치,23,26,0,0.499,30,24,36,2023-07-05 21:17,2024-09-21 13:11,1,2024-04-23 1:57,0,0,0,706,2020-11-23,2025-05-24
25-Jan,2715222836128,7834675824535,2023-03-05,2020-03-02,85,고용24,Y,불필요,N,N,기간제근로계약,N,일용,92,Y,682,220,754,22918,65013,22649,63,23,92,94,12,42,중퇴,4년제 대학,Y,47,Y,Y,Y,N,N,Y,Y,N,취업알선,여,Y,N,Y,811,2,40,7,96,178,8,91,209,90,75,85,24,32,3,IS,85042,시군구 일치,Y,25,8139,소분류 일치,대분류 일치,63,38,84,0.907,87,30,57,2023-10-01 20:26,2025-05-10 13:09,1,2022-12-21 14:41,0,1,1,151,2024-07-08,2024-08-20
22-Oct,9500814827894,2170798994730,2020-01-30,2021-05-31,30,온라인,Y,불필요,N,Y,기간제근로계약,Y,상용,60,Y,244,812,850,83152,62476,69364,37,89,19,82,33,52,졸업,4년제 대학,N,42,N,Y,N,Y,N,N,N,N,구직급여,남,Y,Y,Y,535,71,68,39,77,334,43,78,247,10,48,60,96,54,90,IS,39208,시군구 일치,N,11,y,소분류 일치,중분류 일치,43,6,13,0.324,73,30,48,2024-04-06 2:08,2025-09-14 2:25,1,2020-04-05 7:13,0,1,0,768,2024-03-14,2021-07-16
23-Aug,4058688201051,7224360478069,2024-12-22,2024-01-27,10,온라인,Y,불필요,Y,Y,기간제근로계약,Y,상용,94,Y,967,983,816,99512,63930,94092,56,94,61,50,43,26,재학,고등학교,N,78,Y,N,N,N,Y,Y,N,Y,직업훈련,남,N,Y,N,393,67,89,67,12,45,17,26,178,16,30,0,29,23,87,IS,54025,시군구 일치,Y,10,y,대분류 일치,중분류 일치,33,40,63,0.06,4,10,59,2022-06-06 11:00,2023-04-30 7:15,0,2023-04-10 4:49,1,0,0,160,2023-12-31,2020-12-18
21-Aug,7965858955205,9965171912725,2024-08-02,2024-10-04,53,고용24,N,필요,N,Y,기간제근로계약,N,상용,86,Y,849,294,501,38450,67942,60325,65,8,8,34,83,25,중퇴,고등학교,Y,18,Y,N,N,N,Y,N,Y,N,직업훈련,여,Y,N,N,376,22,44,96,62,343,11,23,259,2,0,68,87,91,62,IS,34778,시도 일치,Y,4,y,대분류 일치,대분류 일치,43,97,42,0.338,33,60,79,2020-03-30 17:14,2021-10-01 12:30,0,2022-01-11 20:05,0,0,1,826,2025-06-16,2020-03-23
20-Apr,3517843140823,6566813726420,2024-07-26,2022-11-19,62,온라인,N,불필요,N,Y,기간의 정함이 없는 근로계약,Y,상용,76,N,294,333,421,43006,46082,56037,94,93,21,10,13,2,재학,4년제 대학,N,17,N,Y,N,Y,Y,Y,Y,N,취업알선,남,N,N,N,895,100,20,1,84,335,94,96,8,40,90,40,70,98,66,IS,23863,시군구 일치,Y,33,3184,대분류 일치,중분류 일치,93,48,39,0.561,30,27,60,2024-07-24 3:55,2020-02-27 6:58,0,2024-04-16 0:09,1,1,1,191,2021-03-16,2024-09-29
21-Mar,3226872722299,9608440197432,2024-03-28,2024-02-10,82,고용24,N,필요,Y,Y,파견근로계약,N,일용,9,N,864,412,794,91936,38903,79046,79,24,24,93,11,0,재학,(2/4년제) 대학,Y,20,Y,Y,Y,N,N,Y,N,Y,취업알선,남,Y,Y,Y,994,0,21,71,87,176,91,18,166,79,91,13,33,66,61,CA,18801,시도 일치,Y,40,3573,소분류 일치,중분류 일치,14,37,30,0.105,45,53,22,2021-09-23 14:24,2022-06-30 10:32,1,2021-05-10 10:04,1,1,0,111,2021-05-10,2022-03-27
20-Oct,1557868500076,3423399219393,2020-07-13,2022-08-28,18,오프라인,Y,필요,Y,Y,기간의 정함이 없는 근로계약,N,일용,40,N,280,123,405,75683,93419,39100,84,52,15,70,15,5,중퇴,고등학교,Y,57,Y,N,N,N,Y,N,N,N,직업훈련,여,Y,Y,N,185,13,49,51,74,329,68,59,363,23,61,18,95,37,9,CA,90745,시도 일치,N,16,2264,대분류 일치,중분류 일치,42,95,26,0.041,76,19,29,2025-02-05 14:00,2023-06-18 14:52,0,2022-08-26 17:50,1,1,1,855,2022-08-20,2023-01-06
