CLOS_YM,JHNT_MBN,JHNT_CTN,JHCR_DE,JHNT_CLOS_DE,FRFT_AFTR_JHNT_REQR_DYCT,JHNT_RQUT_CHNL_SECD,INFO_OTPB_GRAD_CD,MDTN_HOPE_GRD_CD,IDIF_AOFR_YN,EMAIL_RCYN,EMPL_STLE_CD,DSPT_LABR_YN,COMM_WAGE_TYCD,HOPE_WAGE_SM_AMT,AFIV_RDJT_PSBL_YN,HOPE_JSCD1,HOPE_JSCD2,HOPE_JSCD3,HPAR_CD1,HPAR_CD2,HPAR_CD3,CYC1,CARR_MYCT1,CYC2,CARR_MYCT2,CYC3,CARR_MYCT3,ACCR_STCD,ACCR_CD,DRV_PSBL_YN,AGE,SAEIL_CNTC_AGRE_YN,SHRS_IDIF_AOFR_YN,SULC_IDIF_AOFR_YN,IDIF_IQRY_AGRE_YN,DLY_LABR_HOPE_YN,RQAG_HOPE_YN,SHSY_YN,MDTN_HOPE_YN,JHNT_PPOS_CD,SXDS_CD,SMS_RCYN,EMAIL_OTPB_YN,MPNO_OTPB_YN,MAJR_CD1,BFR_WTM6_JHCR_CT,BFR_UEPS_RECP_CT,UEPS_RECP_YN,BFR_EJAP_CT,SFID_WRTN_AFTR_ELPS_DYCT,SFID_IEM_NUM,SFID_LTTR_NUM,BFR_PSIS_ELPS_DYCT,BFR_RLTY_SNSC,BFR_IVTG_SNSC,BFR_ARTY_SNSC,BFR_SCTY_SNSC,BFR_EPTY_SNSC,BFR_CSTP_SNSC,BFR_INTS_CD2,AREA_CD,HPAR_CSCY_SCOR,BFR_OCTR_YN,BFR_OCTR_CT,KECO_CD1,OCTR_HOPE_JSFC_CSCY_SCOR1,OCTR_HOPE_JSFC_CSCY_SCOR2,IPS_IRDS_NMPR,JBHT_NMPR,RCIT_NMPR,JO_DRNG_RATE,AVG_OTIO_MYAV_RMNT_AMT,AVG_HOPE_WAGE_SM_AMT,CRQF_CT,ETL_DT,MAKE_DT,ACQ_180_YN,ACQ_DT,MATCH_L_YN,MATCH_M_YN,MATCH_S_YN,LAST_JSCD,EMPN_DE,LAST_FRFT_DE
39,689761,160427,52,56,23,온라인,0,불필요,0,1,5,1,상용,84,1,456,604,647,84931,16272,19738,7,82,20,88,6,4,재학,4년제 대학,0,33,1,1,1,1,1,0,1,1,구직급여,남,0,1,0,831,25,45,93,88,179,6,14,161,57,63,43,51,37,3,CA,30156,시군구 일치,0,26,7155,중분류 일치,중분류 일치,67,88,71,0.308,13,2,3,49,13,1,98,1,0,1,904,69,12
7,778084,341047,30,100,10,온라인,0,불필요,0,1,28,0,상용,93,0,116,395,402,81762,22742,13974,10,5,33,95,91,77,재학,고등학교,0,46,1,0,1,1,0,0,1,0,취업알선,여,0,0,0,303,75,37,46,37,84,35,19,335,43,63,86,0,34,75,CA,47681,시도 일치,1,0,9139,중분류 일치,중분류 일치,63,3,29,0.03,68,60,35,27,90,0,74,1,1,0,742,39,55
45,878219,396419,81,13,37,고용24,0,필요,1,0,3,0,상용,12,1,978,438,200,26937,94411,91012,94,13,88,30,58,12,졸업,4년제 대학,1,43,1,1,1,1,1,1,1,1,취업알선,여,0,1,1,388,55,7,81,34,285,43,66,127,100,47,54,90,64,12,IS,76112,시군구 일치,1,52,6113,대분류 일치,대분류 일치,33,17,90,0.995,13,76,75,52,80,0,50,0,0,0,886,98,3
32,971901,689178,69,61,70,온라인,1,필요,0,1,79,0,일용,53,0,504,506,928,49035,16556,15597,74,69,51,53,2,41,졸업,4년제 대학,0,77,0,0,1,1,0,1,0,0,취업알선,남,0,0,1,936,73,44,74,3,181,21,32,346,64,42,92,59,70,99,CA,71942,시군구 일치,1,85,4424,소분류 일치,중분류 일치,81,33,15,0.228,39,45,22,85,94,1,75,1,1,1,306,29,68
49,138910,430764,13,100,25,오프라인,0,불필요,0,0,64,0,일용,18,1,124,197,673,82651,24467,96902,38,52,44,41,31,43,재학,고등학교,0,22,1,0,0,1,1,0,0,0,구직급여,남,1,1,0,819,52,12,75,42,348,60,9,200,5,53,40,15,18,0,CA,65556,시도 일치,1,88,2794,중분류 일치,소분류 일치,75,13,4,0.268,73,13,74,35,91,1,46,0,0,1,979,55,37
92,959768,681817,47,57,43,고용24,1,불필요,0,1,13,0,일용,67,1,281,102,552,77465,95433,28770,85,47,70,27,35,10,중퇴,(2/4년제) 대학,1,19,1,1,1,1,0,1,1,1,취업알선,여,1,1,0,287,13,43,40,44,191,37,8,241,11,45,70,15,36,59,CA,17950,시군구 일치,1,75,8016,대분류 일치,소분류 일치,26,17,76,0.537,55,75,59,64,23,1,41,0,0,1,395,20,10
97,781398,881913,54,26,41,온라인,1,필요,1,1,17,1,상용,57,0,645,311,127,47272,87408,92164,38,79,72,61,10,97,재학,(2/4년제) 대학,1,90,0,1,0,0,1,1,1,1,취업알선,여,1,0,1,352,95,24,91,30,228,85,93,78,49,87,53,20,56,18,CA,26022,시도 일치,1,16,7667,대분류 일치,소분류 일치,90,37,24,0.264,66,60,69,57,70,1,26,1,0,1,538,64,10
68,937966,642273,71,91,21,온라인,0,필요,1,0,30,1,상용,23,1,178,572,977,71123,36293,76961,37,5,98,56,58,16,중퇴,(2/4년제) 대학,1,84,1,1,0,1,0,0,0,1,직업훈련,여,0,0,1,472,85,54,53,26,19,36,3,24,32,62,58,83,7,7,CA,28606,시도 일치,0,19,5852,소분류 일치,소분류 일치,5,35,12,0.061,71,97,31,90,83,0,28,1,1,1,187,87,16
64,418415,698531,95,91,20,온라인,0,불필요,0,0,91,0,일용,56,1,270,373,103,77004,97564,30328,33,35,22,7,73,64,졸업,4년제 대학,0,41,1,0,0,0,1,1,0,0,취업알선,여,0,1,1,698,37,45,79,24,343,7,20,96,87,63,85,11,15,15,CA,54062,시군구 일치,0,63,9050,중분류 일치,소분류 일치,46,68,85,0.961,38,64,61,52,19,1,11,0,0,0,274,67,56
28,673677,108066,45,6,62,고용24,1,필요,1,0,58,1,일용,0,1,335,151,815,65895,99840,42197,25,51,59,65,7,83,중퇴,4년제 대학,1,33,0,0,0,1,1,0,1,1,구직급여,남,1,0,0,804,76,65,26,62,84,82,52,215,81,53,31,77,25,59,IS,44792,시도 일치,0,40,3697,소분류 일치,소분류 일치,98,16,68,0.368,24,36,2,8,53,0,88,1,0,0,261,71,38
1,971700,305789,27,95,62,고용24,0,필요,0,0,7,0,일용,8,0,313,191,480,67700,20652,89328,31,5,63,47,16,10,중퇴,4년제 대학,0,37,0,0,0,0,0,0,0,1,취업알선,남,1,1,0,147,8,21,81,100,139,71,51,278,45,66,91,62,24,5,IS,68150,시군구 일치,0,4,5789,대분류 일치,대분류 일치,26,46,84,0.793,72,25,30,31,66,0,10,1,0,1,451,10,52
39,459989,366597,31,72,48,오프라인,1,필요,1,1,55,0,일용,65,0,214,284,107,16468,48782,12587,47,38,5,19,40,42,졸업,(2/4년제) 대학,0,4,0,0,0,1,0,1,0,1,직업훈련,여,0,0,0,471,77,16,32,16,94,94,44,98,54,93,60,53,89,39,IS,39672,시도 일치,0,92,6151,중분류 일치,소분류 일치,86,8,0,0.907,42,44,1,61,88,0,11,1,1,1,157,92,30
45,953813,291412,43,76,19,온라인,1,필요,1,1,3,0,상용,14,0,431,271,570,34537,51737,32132,48,68,49,13,21,94,재학,고등학교,1,62,1,1,1,0,1,1,0,1,취업알선,남,0,1,1,463,71,30,28,71,160,1,50,203,89,55,45,48,61,1,CA,68506,시군구 일치,1,99,8631,중분류 일치,소분류 일치,88,86,70,0.954,6,88,60,35,79,1,22,1,0,0,821,48,81
23,226241,505138,66,92,35,고용24,1,불필요,1,1,38,0,상용,33,0,564,282,320,96010,26907,89987,26,59,38,42,51,86,졸업,(2/4년제) 대학,0,92,1,0,0,1,0,1,0,1,직업훈련,여,0,1,0,421,99,67,76,53,209,48,26,279,56,30,2,57,56,79,CA,42956,시도 일치,0,97,8537,대분류 일치,중분류 일치,87,27,70,0.187,70,20,49,26,25,0,32,1,0,0,391,87,88
80,349406,588873,40,67,56,오프라인,0,필요,0,1,78,0,일용,64,0,123,183,795,97387,55881,62028,20,14,75,16,53,37,재학,고등학교,0,39,0,1,1,0,0,0,0,1,직업훈련,여,1,1,0,925,21,86,6,71,142,78,69,42,78,16,91,60,31,77,IS,82455,시군구 일치,1,53,5472,대분류 일치,중분류 일치,60,33,80,0.699,65,86,80,0,87,0,41,0,0,1,895,52,95
16,448112,758404,18,12,90,고용24,1,필요,0,0,7,0,일용,31,1,455,670,484,73021,39302,68065,60,86,35,11,33,16,재학,4년제 대학,1,80,1,0,1,0,0,0,1,0,취업알선,남,1,1,0,827,24,15,91,14,323,90,50,272,44,33,31,86,48,41,CA,65506,시군구 일치,0,85,9278,대분류 일치,소분류 일치,64,49,60,0.482,44,16,51,56,59,1,32,1,0,1,197,40,47
48,961929,399286,46,31,92,오프라인,0,필요,0,1,18,1,상용,78,0,735,199,165,50905,44714,56622,60,57,28,78,64,12,졸업,고등학교,0,39,0,0,0,1,1,0,1,0,직업훈련,여,1,1,0,964,94,45,63,93,66,89,90,194,48,68,52,15,24,14,IS,42104,시도 일치,0,15,4793,대분류 일치,소분류 일치,18,76,0,0.298,42,66,78,71,15,1,22,0,0,1,974,86,68
15,383654,605604,5,79,65,오프라인,1,불필요,0,1,99,1,일용,52,0,295,842,753,20765,23673,71308,100,6,67,88,65,61,졸업,4년제 대학,0,2,0,1,1,0,0,0,0,1,취업알선,남,0,1,0,422,31,53,55,84,96,49,49,79,49,77,78,94,17,40,IS,46747,시도 일치,0,39,7919,소분류 일치,소분류 일치,50,21,7,0.058,73,34,4,81,43,1,78,1,0,1,581,31,50
35,683370,675036,19,28,86,온라인,1,불필요,0,1,90,0,일용,36,0,452,882,707,36385,59295,16096,46,55,56,88,67,63,중퇴,고등학교,0,69,1,1,1,1,1,1,0,0,취업알선,여,1,0,0,423,30,20,39,81,73,86,36,360,5,12,17,70,0,45,IS,73748,시도 일치,0,44,6150,소분류 일치,소분류 일치,90,59,37,0.407,52,87,77,88,39,0,97,0,0,0,305,69,77
98,650041,422287,33,35,51,고용24,0,필요,1,0,30,0,상용,52,0,546,291,916,64108,68262,65902,96,79,14,90,43,3,재학,(2/4년제) 대학,0,15,1,1,1,1,1,1,0,0,취업알선,남,1,0,0,676,55,54,49,3,308,48,57,134,56,51,86,54,3,86,IS,14406,시도 일치,1,29,5354,소분류 일치,대분류 일치,77,96,12,0.807,2,56,1,60,100,1,86,1,0,1,714,90,22
67,285129,667036,64,80,19,온라인,1,필요,0,1,51,1,상용,65,0,148,916,554,87924,79267,92553,5,29,84,18,59,62,졸업,(2/4년제) 대학,1,28,0,0,0,1,1,1,1,1,구직급여,여,0,1,1,861,16,90,33,30,173,21,73,129,34,0,96,97,60,76,IS,92395,시도 일치,0,82,9510,중분류 일치,소분류 일치,2,40,9,0.954,36,14,22,40,15,0,65,1,1,0,791,10,93
42,602124,826429,97,16,96,오프라인,0,필요,1,0,41,0,일용,79,0,237,276,894,43694,94841,36861,44,89,4,50,43,42,중퇴,고등학교,1,84,1,0,0,0,1,1,1,1,직업훈련,여,0,0,0,948,51,30,39,0,360,6,100,41,42,16,70,12,24,49,IS,79995,시도 일치,0,77,2888,대분류 일치,소분류 일치,17,92,39,0.965,81,9,27,79,85,1,98,1,1,0,965,97,23
22,593503,367502,35,24,5,고용24,1,불필요,0,1,62,0,상용,90,1,158,357,592,77483,68905,36210,4,63,55,24,96,31,중퇴,고등학교,0,79,1,0,0,0,1,1,1,0,구직급여,남,1,1,0,685,40,88,82,97,296,74,20,289,53,5,16,64,67,65,CA,20747,시군구 일치,1,23,8275,중분류 일치,중분류 일치,72,11,77,0.755,25,91,78,33,55,1,7,0,1,1,827,33,61
6,198773,514256,56,6,67,오프라인,0,필요,1,1,8,1,일용,43,0,528,704,397,68886,74235,37303,66,93,59,78,50,20,졸업,(2/4년제) 대학,1,26,0,0,0,0,0,0,0,0,취업알선,여,1,1,1,149,7,78,83,41,35,47,92,140,84,5,97,19,39,68,IS,59990,시군구 일치,0,86,4141,대분류 일치,대분류 일치,77,83,23,0.287,99,15,30,24,36,0,89,0,0,1,779,8,90
89,349248,711703,88,84,56,오프라인,0,불필요,1,0,96,0,상용,100,0,927,458,682,22010,75462,22918,61,14,63,23,92,94,졸업,고등학교,0,12,1,1,1,1,1,0,0,1,취업알선,여,1,0,1,866,0,79,2,40,28,96,49,30,91,57,90,75,85,24,IS,12715,시도 일치,0,72,5431,대분류 일치,소분류 일치,92,13,63,0.904,70,1,87,30,57,0,86,0,0,1,568,61,70
49,532206,563871,94,98,1,오프라인,1,필요,1,0,76,1,일용,34,1,638,503,244,81234,85032,83152,58,66,37,89,19,82,졸업,고등학교,1,27,0,1,0,1,0,1,0,0,구직급여,여,0,1,1,451,11,48,71,68,142,77,92,157,78,68,10,48,60,96,CA,91027,시도 일치,1,97,9047,대분류 일치,대분류 일치,97,34,43,0.339,46,54,73,30,48,0,9,0,1,1,141,30,76
63,715468,262816,95,77,88,고용24,1,필요,1,0,45,1,상용,13,1,938,307,967,98306,81653,99512,60,94,56,94,61,50,재학,4년제 대학,1,42,0,0,1,0,0,0,1,1,구직급여,남,0,1,0,166,85,32,67,89,246,12,12,61,26,49,16,30,0,29,IS,88242,시도 일치,1,68,4611,대분류 일치,소분류 일치,14,55,33,0.324,99,64,4,10,59,1,46,0,1,0,616,20,12
29,854168,704253,27,83,81,고용24,0,불필요,0,1,98,1,일용,70,1,866,254,849,29485,50108,38450,65,56,65,8,8,34,중퇴,4년제 대학,0,67,1,1,1,0,0,0,1,0,구직급여,여,0,0,1,946,99,31,22,44,349,62,94,41,23,71,2,0,68,87,CA,65828,시도 일치,1,47,3692,대분류 일치,대분류 일치,0,23,43,0.33,60,14,33,60,79,1,72,1,0,0,419,84,99
5,676131,386245,28,36,80,온라인,0,불필요,0,0,77,1,상용,3,1,785,715,294,33334,42181,43006,40,51,94,93,21,10,졸업,4년제 대학,0,7,0,1,0,1,0,1,1,1,취업알선,여,1,1,0,697,69,89,100,20,6,84,92,343,96,2,40,90,40,70,CA,69318,시도 일치,1,82,1647,대분류 일치,대분류 일치,20,66,93,0.377,36,82,30,27,60,0,16,1,1,0,776,0,4
21,692042,333623,45,74,74,고용24,0,불필요,0,1,24,1,일용,52,0,183,695,864,41243,79453,91936,32,77,79,24,24,93,졸업,4년제 대학,0,97,1,1,1,1,1,0,0,1,직업훈련,남,1,1,1,382,5,100,0,21,259,87,48,330,18,45,79,91,13,33,CA,64864,시군구 일치,1,45,3992,중분류 일치,대분류 일치,91,38,14,0.76,62,1,45,53,22,1,60,1,1,1,313,42,23
13,243544,751036,21,37,9,온라인,1,필요,1,1,43,1,상용,95,0,460,897,280,12373,40587,75683,93,32,84,52,15,70,졸업,4년제 대학,0,63,1,0,1,0,0,0,1,0,직업훈련,여,0,0,1,442,93,9,13,49,187,74,90,247,59,100,23,61,18,95,IS,18595,시군구 일치,0,32,9847,대분류 일치,대분류 일치,4,55,42,0.263,11,25,76,19,29,0,58,0,0,0,517,75,32
20,154332,601328,22,60,64,고용24,1,불필요,1,0,30,0,일용,31,0,623,239,737,66421,28588,12181,19,1,40,43,34,47,중퇴,4년제 대학,0,55,0,0,0,0,1,1,1,1,취업알선,여,0,0,0,681,92,71,92,1,193,97,68,177,76,66,85,88,72,39,CA,60133,시군구 일치,1,2,4187,대분류 일치,중분류 일치,78,59,63,0.869,74,54,95,70,97,0,0,1,0,0,664,16,90
14,929615,186101,93,27,78,오프라인,1,필요,1,1,10,1,상용,68,0,912,734,377,63379,85917,28637,24,23,100,86,19,50,중퇴,4년제 대학,1,2,0,1,1,0,0,0,0,0,구직급여,남,0,1,0,427,14,94,71,25,288,65,57,155,75,85,93,38,62,91,IS,88755,시군구 일치,1,82,8470,중분류 일치,대분류 일치,85,13,53,0.453,5,51,81,26,78,0,77,1,0,1,214,79,37
58,176092,158248,77,28,55,온라인,0,필요,0,0,1,1,일용,48,0,891,360,780,42551,53081,44081,58,16,88,24,70,4,중퇴,(2/4년제) 대학,1,41,0,0,1,1,0,0,1,1,취업알선,남,1,1,0,772,4,93,69,65,23,13,58,294,78,51,2,44,3,75,IS,84704,시도 일치,0,80,9504,대분류 일치,대분류 일치,25,66,41,0.642,89,92,59,85,77,1,22,1,1,0,845,68,55
11,989058,771088,49,10,12,온라인,0,필요,0,1,56,1,일용,68,1,920,418,809,80274,34821,48008,80,14,51,6,18,91,중퇴,고등학교,0,68,0,0,0,1,0,0,1,0,구직급여,남,1,1,1,431,35,26,33,100,158,93,70,29,32,63,48,63,99,43,IS,84675,시도 일치,1,1,4302,대분류 일치,대분류 일치,12,64,69,0.666,11,33,56,77,89,0,18,0,1,1,957,61,92
59,250657,319395,27,47,48,온라인,0,불필요,1,1,30,1,일용,82,0,583,464,211,45377,10370,78179,70,69,96,59,75,18,중퇴,고등학교,0,31,0,0,0,1,1,1,0,1,취업알선,남,0,1,0,144,65,42,86,34,299,60,56,313,12,62,84,95,38,42,IS,75502,시도 일치,0,58,5017,대분류 일치,대분류 일치,7,56,26,0.805,26,2,98,87,77,1,38,0,0,1,905,53,61
57,523143,804877,24,69,9,오프라인,1,필요,1,1,4,0,상용,86,0,215,365,273,47882,64587,74075,100,39,45,36,90,84,재학,4년제 대학,1,52,0,0,0,0,1,0,1,1,취업알선,남,1,0,1,997,0,56,92,32,226,65,32,297,53,94,9,22,6,94,IS,36001,시도 일치,0,71,5757,중분류 일치,중분류 일치,76,1,14,0.438,42,61,97,10,17,0,34,0,0,0,339,21,15
89,842676,706748,3,14,51,고용24,1,불필요,0,1,7,1,일용,12,0,502,889,477,98509,27659,79093,83,55,58,98,18,50,재학,고등학교,0,5,0,0,0,0,0,0,1,1,직업훈련,여,1,1,1,934,18,18,58,77,14,59,1,311,44,7,81,20,97,92,IS,29279,시도 일치,0,79,1733,중분류 일치,대분류 일치,82,43,81,0.584,69,81,53,57,39,0,29,1,1,1,451,60,2
48,432362,629355,37,86,48,오프라인,0,불필요,1,0,35,1,상용,40,1,412,621,994,79098,80046,33894,17,82,7,94,43,81,졸업,(2/4년제) 대학,0,53,0,1,0,1,1,0,0,0,직업훈련,여,0,1,0,941,37,97,0,28,180,0,68,159,89,49,91,65,96,68,CA,46413,시군구 일치,0,66,3707,대분류 일치,소분류 일치,4,68,36,0.99,86,1,24,29,74,1,63,0,0,1,425,80,6
11,990079,967499,70,4,93,고용24,1,불필요,0,1,97,1,일용,3,0,274,447,716,96442,75743,11984,42,10,64,12,11,25,재학,4년제 대학,0,92,0,0,1,0,0,1,1,0,직업훈련,여,0,1,0,109,86,42,19,10,197,63,27,294,66,28,72,11,39,32,IS,51674,시군구 일치,0,43,7222,대분류 일치,중분류 일치,79,63,44,0.425,35,7,66,94,44,1,22,0,1,1,513,40,24
32,167064,592683,44,26,18,고용24,1,필요,1,0,94,0,상용,77,0,582,982,323,15484,54931,57677,53,74,36,33,97,58,재학,4년제 대학,0,34,1,1,0,1,0,0,1,1,직업훈련,여,1,1,1,391,20,56,69,61,292,30,100,90,32,19,52,77,58,40,IS,51509,시도 일치,0,0,3752,소분류 일치,중분류 일치,73,4,54,0.485,98,15,7,55,42,1,48,0,1,0,954,29,67
50,470410,432106,38,73,31,오프라인,1,필요,0,1,89,1,상용,58,0,784,271,469,60661,71706,36679,71,42,54,24,94,87,중퇴,4년제 대학,0,83,0,1,1,0,1,1,1,1,구직급여,남,0,0,0,476,63,32,84,57,34,38,24,125,56,99,4,40,87,80,IS,79603,시도 일치,1,20,4725,소분류 일치,중분류 일치,98,30,18,0.028,71,51,41,11,71,1,84,0,1,0,446,10,94
30,663782,132602,97,13,5,온라인,0,불필요,0,1,42,0,일용,21,0,486,275,661,46453,52855,72129,39,10,27,73,77,68,졸업,4년제 대학,0,11,0,1,1,0,0,0,0,0,구직급여,여,1,0,1,496,36,69,30,81,344,5,46,127,10,19,88,72,90,58,CA,29528,시군구 일치,0,36,8514,중분류 일치,대분류 일치,50,41,14,0.238,83,88,16,2,23,0,37,0,0,1,366,36,82
29,989975,593881,21,48,58,고용24,0,필요,0,1,1,0,일용,82,1,767,513,805,99256,68519,47597,37,67,7,42,73,44,졸업,4년제 대학,0,34,1,1,1,1,0,1,1,0,직업훈련,여,1,0,1,713,88,58,29,1,174,73,23,243,15,98,64,28,65,97,CA,34014,시도 일치,1,92,7262,중분류 일치,대분류 일치,7,92,18,0.748,61,11,25,12,62,0,11,0,0,1,828,73,14
25,598261,882828,93,2,60,온라인,0,필요,0,1,98,1,상용,66,0,551,514,280,83249,65153,60183,61,68,37,43,23,45,중퇴,고등학교,0,52,0,1,0,1,1,1,1,0,구직급여,남,1,1,1,337,98,48,61,2,229,90,16,212,81,19,5,100,80,95,CA,52155,시군구 일치,1,1,5016,중분류 일치,중분류 일치,24,71,57,0.596,60,20,7,39,73,1,88,1,1,0,809,97,90
49,869163,574618,41,92,4,오프라인,0,필요,0,0,52,0,상용,43,1,205,530,720,70447,77641,33544,91,84,88,15,33,44,중퇴,고등학교,1,79,0,0,0,1,1,0,0,0,직업훈련,남,1,1,1,157,10,45,60,86,144,51,41,121,15,11,94,97,40,25,CA,29435,시도 일치,1,88,5644,중분류 일치,소분류 일치,79,44,19,0.508,38,100,63,14,87,0,54,0,0,0,709,9,40
