CLOS_YM,JHNT_MBN,JHNT_CTN,JHCR_DE,JHNT_CLOS_DE,FRFT_AFTR_JHNT_REQR_DYCT,JHNT_RQUT_CHNL_SECD,INFO_OTPB_GRAD_CD,MDTN_HOPE_GRD_CD,IDIF_AOFR_YN,EMAIL_RCYN,EMPL_STLE_CD,DSPT_LABR_YN,COMM_WAGE_TYCD,HOPE_WAGE_SM_AMT,AFIV_RDJT_PSBL_YN,HOPE_JSCD1,HOPE_JSCD2,HOPE_JSCD3,HPAR_CD1,HPAR_CD2,HPAR_CD3,CYC1,CARR_MYCT1,CYC2,CARR_MYCT2,CYC3,CARR_MYCT3,ACCR_STCD,ACCR_CD,DRV_PSBL_YN,AGE,SAEIL_CNTC_AGRE_YN,SHRS_IDIF_AOFR_YN,SULC_IDIF_AOFR_YN,IDIF_IQRY_AGRE_YN,DLY_LABR_HOPE_YN,RQAG_HOPE_YN,SHSY_YN,MDTN_HOPE_YN,JHNT_PPOS_CD,SXDS_CD,SMS_RCYN,EMAIL_OTPB_YN,MPNO_OTPB_YN,MAJR_CD1,BFR_WTM6_JHCR_CT,BFR_UEPS_RECP_CT,UEPS_RECP_YN,BFR_EJAP_CT,SFID_WRTN_AFTR_ELPS_DYCT,SFID_IEM_NUM,SFID_LTTR_NUM,BFR_PSIS_ELPS_DYCT,BFR_RLTY_SNSC,BFR_IVTG_SNSC,BFR_ARTY_SNSC,BFR_SCTY_SNSC,BFR_EPTY_SNSC,BFR_CSTP_SNSC,BFR_INTS_CD2,AREA_CD,HPAR_CSCY_SCOR,BFR_OCTR_YN,BFR_OCTR_CT,KECO_CD1,OCTR_HOPE_JSFC_CSCY_SCOR1,OCTR_HOPE_JSFC_CSCY_SCOR2,IPS_IRDS_NMPR,JBHT_NMPR,RCIT_NMPR,JO_DRNG_RATE,AVG_OTIO_MYAV_RMNT_AMT,AVG_HOPE_WAGE_SM_AMT,CRQF_CT,ETL_DT,MAKE_DT,ACQ_180_YN,ACQ_DT,MATCH_L_YN,MATCH_M_YN,MATCH_S_YN,LAST_JSCD,EMPN_DE,LAST_FRFT_DE
202503,W10011,C10011,2025-01-28,2025-07-27,22,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,75000000,예,0231,,,41113,,,18,0,0,0,0,0,졸업,대학원,예,45,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,남,예,예,예,0403,1,1,1,20,4,7,4500,45,70,75,60,72,78,65,IE,41113,"시군구 일치",예,3,2311,"소분류 일치","대분류 일치",180,100,190,1.90,78000000,76000000,5,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,68.0,1.0,1.0,1.0,231,2025-04-06,
202503,W10012,C10012,2025-02-08,2025-08-07,6,오프라인,예,불필요,예,예,기간제,아니요,상용,36000000,아니요,0811,,,28110,,,3,3,0,0,0,0,졸업,(2/3년제) 대학,예,25,예,아니요,아니요,예,아니요,아니요,예,아니요,구직급여,여,예,예,아니요,0702,0,0,0,6,180,4,1900,,53,50,58,60,55,54,SA,28237,"불일치",아니요,0,,불일치,불일치,70,140,90,0.64,35000000,36500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,121.0,1.0,1.0,0.0,811,2025-06-09,
202503,W10013,C10013,2025-01-14,2025-07-13,14,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,41000000,예,0123,,,11050,,,6,0,0,0,0,0,졸업,4년제 대학,예,30,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,남,예,예,예,0101,0,0,0,9,7,5,2400,200,58,63,50,55,61,54,RC,11050,"시군구 일치",예,1,1231,"중분류 일치",불일치,100,120,110,0.92,40000000,41500000,2,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10014,C10014,2025-01-03,2025-07-02,3,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,29000000,예,0855,,,42110,,,0,6,0,0,0,0,졸업,고등학교,예,21,예,예,아니요,예,예,예,아니요,예,구직급여,여,예,예,아니요,0704,1,1,1,11,14,4,1700,60,51,49,55,58,52,50,SC,42110,"시군구 일치",아니요,0,,불일치,불일치,90,150,100,0.67,28000000,29500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,95.0,1.0,1.0,0.0,854,2025-04-08,
202503,W10015,C10015,2025-02-15,2025-08-14,18,오프라인,아니요,불필요,아니요,아니요,일용근로,예,일용,32000000,아니요,1521,,,31110,,,2,10,0,0,0,0,수료,(2/3년제) 대학,아니요,41,아니요,아니요,아니요,아니요,예,아니요,아니요,아니요,기타,남,아니요,아니요,아니요,,0,2,1,0,450,3,1100,,42,40,48,45,38,41,RA,31140,"시도 일치",예,1,5612,불일치,불일치,-60,220,70,0.32,31000000,32500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10016,C10016,2025-02-25,2025-08-24,3,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,51000000,예,0251,,,11060,,,10,0,3,0,0,0,졸업,4년제 대학,예,36,아니요,아니요,아니요,예,아니요,예,예,예,취업알선,남,예,예,예,0404,2,0,0,14,6,6,3500,110,62,68,55,70,75,60,EC,11060,"시군구 일치",예,2,2511,"소분류 일치","대분류 일치",160,110,170,1.55,53000000,52000000,3,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,55.0,1.0,1.0,1.0,251,2025-04-21,
202503,W10017,C10017,2025-01-18,2025-07-17,9,온라인,예,필요,예,예,기간제,아니요,상용,37000000,예,0722,,,41131,,,4,8,0,0,0,0,졸업,4년제 대학,예,29,예,아니요,아니요,예,아니요,예,아니요,예,구직급여,여,예,예,아니요,0301,0,1,1,8,20,5,2300,300,54,52,60,63,58,56,SC,41133,"시도 일치",아니요,0,,불일치,불일치,80,160,90,0.56,36000000,37500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10018,C10018,2025-02-03,2025-08-02,33,오프라인,예,필요,예,예,"기간의 정함이 없는 근로계약",예,상용,34000000,아니요,0611,,,29110,,,2,2,0,0,0,0,재학,(2/3년제) 대학,예,22,아니요,아니요,아니요,예,아니요,예,예,예,취업알선,남,예,아니요,아니요,0601,0,0,0,4,365,4,1600,,50,48,52,55,51,49,SA,29110,"시군구 일치",예,1,6111,"대분류 일치",불일치,50,130,80,0.62,33000000,34500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10019,C10019,2025-02-12,2025-08-11,7,고용24,예,불필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,45000000,예,0311,,,11070,,,8,0,0,0,0,0,졸업,대학원,예,34,아니요,아니요,아니요,예,아니요,아니요,아니요,아니요,기타,여,예,예,예,0503,1,0,0,11,8,5,2900,180,59,66,52,69,70,62,EC,11070,"시군구 일치",예,1,3111,"소분류 일치","중분류 일치",140,120,150,1.25,46000000,45500000,2,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,82.0,1.0,1.0,1.0,311,2025-05-05,
202503,W10020,C10020,2025-01-22,2025-07-21,11,온라인,아니요,필요,예,예,기간제,예,상용,39000000,예,0871,0872,,43111,,,5,4,1,2,0,0,졸업,4년제 대학,예,27,예,예,아니요,예,예,예,예,예,구직급여,남,예,아니요,아니요,0705,0,1,1,6,22,4,2000,400,52,50,58,61,54,53,SA,43112,"시도 일치",아니요,0,,불일치,불일치,60,170,80,0.47,38000000,39500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,140.0,1.0,1.0,0.0,872,2025-06-11,
202503,W10021,C10021,2025-01-05,2025-07-04,5,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,58000000,예,0241,,,11080,,,11,6,0,0,0,0,졸업,4년제 대학,예,38,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,여,예,예,예,0402,1,0,0,18,2,6,3800,70,64,69,58,71,74,61,IC,11080,"시군구 일치",예,2,2411,"대분류 일치","중분류 일치",170,90,160,1.78,59000000,58500000,3,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10022,C10022,2025-02-19,2025-08-18,28,오프라인,예,불필요,아니요,아니요,일용근로,아니요,일용,31000000,아니요,1421,,,26230,,,1,2,0,0,0,0,졸업,고등학교,아니요,44,예,아니요,아니요,아니요,예,아니요,아니요,아니요,기타,남,아니요,아니요,아니요,,0,2,1,1,400,3,1000,,43,41,46,44,37,39,RA,26230,"시군구 일치",아니요,0,,불일치,불일치,-70,240,65,0.27,30000000,31500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,19.0,1.0,0.0,0.0,552,2025-03-10,
202503,W10023,C10023,2025-01-31,2025-07-30,4,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,33000000,예,0812,,,44131,,,2,7,0,0,0,0,졸업,(2/3년제) 대학,예,24,예,아니요,아니요,예,아니요,예,아니요,예,구직급여,여,예,예,아니요,0703,0,1,1,9,11,4,1950,95,51,49,56,59,53,51,SC,44131,"시군구 일치",예,1,8121,"소분류 일치","대분류 일치",100,140,110,0.79,32000000,33500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,165.0,1.0,1.0,1.0,812,2025-07-15,
202503,W10024,C10024,2025-02-07,2025-08-06,16,고용24,예,필요,예,예,기간제,아니요,상용,43000000,예,0323,,,11090,,,6,10,1,0,0,0,졸업,4년제 대학,예,32,아니요,아니요,아니요,예,아니요,예,예,예,취업알선,남,예,예,예,0501,0,0,0,5,9,5,2700,,57,64,51,53,65,60,EC,11090,"시군구 일치",아니요,0,,불일치,불일치,110,110,120,1.09,44000000,43500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10025,C10025,2025-01-13,2025-07-12,1,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,68000000,예,0222,,,41115,,,15,3,0,0,0,0,졸업,대학원,예,42,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,여,예,예,예,0401,2,0,0,22,3,7,4200,50,68,72,59,70,76,64,IE,41117,"시도 일치",예,2,2221,"대분류 일치",불일치,190,95,180,1.89,69000000,68500000,4,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,40.0,1.0,1.0,0.0,223,2025-02-22,
202503,W10026,C10026,2025-02-27,2025-08-26,19,오프라인,예,불필요,예,예,기간제,예,상용,37000000,아니요,0878,,,27110,,,4,1,0,0,0,0,중퇴,4년제 대학,예,27,예,아니요,아니요,예,예,아니요,예,아니요,기타,남,예,아니요,아니요,0701,0,0,0,3,280,3,1400,,47,46,59,61,49,54,SA,27110,"시군구 일치",아니요,0,,불일치,불일치,40,190,75,0.39,36000000,37500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10027,C10027,2025-01-19,2025-07-18,8,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,30000000,예,0732,,,41133,,,1,2,0,0,0,0,졸업,(2/3년제) 대학,예,23,아니요,아니요,아니요,예,아니요,예,아니요,예,구직급여,여,예,예,예,0302,1,1,1,13,10,5,2100,85,49,57,51,64,59,53,SE,41133,"시군구 일치",예,1,7321,"소분류 일치","중분류 일치",120,100,125,1.25,29000000,30500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,178.0,1.0,1.0,1.0,732,2025-07-16,
202503,W10028,C10028,2025-02-24,2025-08-23,42,온라인,아니요,필요,예,아니요,일용근로,아니요,일용,34000000,예,1403,,,30140,,,16,5,0,0,0,0,졸업,고등학교,아니요,54,아니요,아니요,아니요,아니요,예,아니요,아니요,아니요,기타,남,아니요,아니요,아니요,,0,3,1,0,520,2,850,,41,39,44,43,36,41,RA,30140,"시군구 일치",아니요,0,,불일치,불일치,-90,260,60,0.23,33000000,34500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,30.0,1.0,0.0,0.0,553,2025-03-26,
202503,W10029,C10029,2025-01-09,2025-07-08,13,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,49000000,예,0324,0325,,11100,26020,,8,1,2,0,0,0,졸업,4년제 대학,예,34,예,예,아니요,예,아니요,예,예,예,취업알선,여,예,예,아니요,0502,0,0,0,8,13,5,2700,160,57,61,66,69,63,60,ES,11100,"시군구 일치",예,2,3241,"중분류 일치","대분류 일치",140,140,150,1.07,48000000,49500000,2,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10030,C10030,2025-02-02,2025-08-01,25,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,80000000,예,0232,,,41111,,,20,0,0,0,0,0,졸업,대학원,예,48,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,남,예,예,예,0403,1,1,1,25,5,8,5000,48,72,78,62,75,80,68,IE,41111,"시군구 일치",예,3,2321,"소분류 일치","대분류 일치",200,110,210,1.91,82000000,81000000,6,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,65.0,1.0,1.0,1.0,232,2025-04-08,
202503,W10031,C10031,2025-01-26,2025-07-25,9,오프라인,예,불필요,예,예,기간제,아니요,상용,38000000,아니요,0813,,,28177,,,4,5,0,0,0,0,졸업,(2/3년제) 대학,예,26,예,아니요,아니요,예,아니요,아니요,예,아니요,구직급여,여,예,예,아니요,0702,0,0,0,7,190,4,2000,,54,51,59,61,56,55,SA,28710,"불일치",아니요,0,,불일치,불일치,80,150,100,0.67,37000000,38500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,110.0,1.0,1.0,0.0,813,2025-05-16,
202503,W10032,C10032,2025-02-14,2025-08-13,17,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,40000000,예,0124,,,11110,,,5,8,0,0,0,0,졸업,4년제 대학,예,29,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,남,예,예,예,0101,0,0,0,10,8,5,2500,210,59,64,51,56,62,55,RC,11110,"시군구 일치",예,1,1241,"중분류 일치",불일치,110,130,120,0.92,39000000,40500000,2,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10033,C10033,2025-01-04,2025-07-03,4,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,28000000,예,0856,,,42130,,,0,4,0,0,0,0,졸업,고등학교,예,20,예,예,아니요,예,예,예,아니요,예,구직급여,여,예,예,아니요,0704,1,1,1,12,15,4,1600,65,50,48,54,57,51,49,SC,42130,"시군구 일치",아니요,0,,불일치,불일치,100,160,110,0.69,27000000,28500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,100.0,1.0,1.0,0.0,855,2025-04-14,
202503,W10034,C10034,2025-02-16,2025-08-15,20,오프라인,아니요,불필요,아니요,아니요,일용근로,예,일용,33000000,아니요,1522,,,31140,,,3,1,0,0,0,0,수료,(2/3년제) 대학,아니요,43,아니요,아니요,아니요,아니요,예,아니요,아니요,아니요,기타,남,아니요,아니요,아니요,,0,2,1,0,460,3,1150,,43,41,49,46,39,42,RA,31200,"시도 일치",예,1,5613,불일치,불일치,-50,210,75,0.36,32000000,33500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10035,C10035,2025-02-26,2025-08-25,4,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,53000000,예,0252,,,11120,,,11,2,3,0,0,0,졸업,4년제 대학,예,37,아니요,아니요,아니요,예,아니요,예,예,예,취업알선,남,예,예,예,0404,2,0,0,16,7,6,3600,120,63,69,56,71,76,61,EC,11120,"시군구 일치",예,2,2521,"소분류 일치","대분류 일치",170,120,180,1.50,55000000,54000000,3,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,50.0,1.0,1.0,1.0,252,2025-04-17,
202503,W10036,C10036,2025-01-21,2025-07-20,11,온라인,예,필요,예,예,기간제,아니요,상용,39000000,예,0723,,,41135,,,5,1,0,0,0,0,졸업,4년제 대학,예,30,예,아니요,아니요,예,아니요,예,아니요,예,구직급여,여,예,예,아니요,0301,0,1,1,9,21,5,2400,310,55,53,61,64,59,57,SC,41150,"시도 일치",아니요,0,,불일치,불일치,90,170,100,0.59,38000000,39500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10037,C10037,2025-02-04,2025-08-03,35,오프라인,예,필요,예,예,"기간의 정함이 없는 근로계약",예,상용,35000000,아니요,0612,,,29140,,,3,4,0,0,0,0,재학,(2/3년제) 대학,예,23,아니요,아니요,아니요,예,아니요,예,예,예,취업알선,남,예,아니요,아니요,0601,0,0,0,5,370,4,1700,,51,49,53,56,52,50,SA,29140,"시군구 일치",예,1,6121,"대분류 일치",불일치,60,140,90,0.64,34000000,35500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10038,C10038,2025-02-13,2025-08-12,8,고용24,예,불필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,47000000,예,0313,,,11130,,,9,2,0,0,0,0,졸업,대학원,예,35,아니요,아니요,아니요,예,아니요,아니요,아니요,아니요,기타,여,예,예,예,0503,1,0,0,13,9,5,3000,190,60,67,53,70,71,63,EC,11130,"시군구 일치",예,1,3131,"소분류 일치","중분류 일치",150,130,160,1.23,48000000,47500000,2,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,75.0,1.0,1.0,1.0,313,2025-04-29,
202503,W10039,C10039,2025-01-23,2025-07-22,13,온라인,아니요,필요,예,예,기간제,예,상용,40000000,예,0873,0874,,43113,,,6,7,1,4,0,0,졸업,4년제 대학,예,28,예,예,아니요,예,예,예,예,예,구직급여,남,예,아니요,아니요,0705,0,1,1,7,23,4,2100,410,53,51,59,62,55,54,SA,43130,"시도 일치",아니요,0,,불일치,불일치,70,180,90,0.50,39000000,40500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,130.0,1.0,1.0,0.0,873,2025-06-02,
202503,W10040,C10040,2025-01-06,2025-07-05,6,고용24,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,60000000,예,0243,,,11140,,,13,0,0,0,0,0,졸업,4년제 대학,예,40,아니요,아니요,아니요,예,아니요,예,아니요,예,취업알선,여,예,예,예,0402,1,0,0,20,2,6,4000,75,65,70,59,72,75,62,IC,11140,"시군구 일치",예,2,2431,"대분류 일치","중분류 일치",180,100,170,1.70,61000000,60500000,3,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
202503,W10041,C10041,2025-02-20,2025-08-19,30,오프라인,예,불필요,아니요,아니요,일용근로,아니요,일용,32000000,아니요,1422,,,26260,,,2,5,0,0,0,0,졸업,고등학교,아니요,46,예,아니요,아니요,아니요,예,아니요,아니요,아니요,기타,남,아니요,아니요,아니요,,0,2,1,1,410,3,1050,,44,42,47,45,38,40,RA,26290,"시도 일치",아니요,0,,불일치,불일치,-60,230,70,0.30,31000000,32500000,0,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,22.0,1.0,0.0,0.0,554,2025-03-14,
202503,W10042,C10042,2025-01-29,2025-07-28,5,온라인,예,필요,예,예,"기간의 정함이 없는 근로계약",아니요,상용,34000000,예,0814,,,44150,,,3,0,0,0,0,0,졸업,(2/3년제) 대학,예,25,예,아니요,아니요,예,아니요,예,아니요,예,구직급여,여,예,예,아니요,0703,0,1,1,10,12,4,2050,100,52,50,57,60,54,52,SC,44250,"불일치",예,1,8141,"소분류 일치","대분류 일치",110,150,120,0.80,33000000,34500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",1,155.0,1.0,1.0,1.0,814,2025-07-03,
202503,W10043,C10043,2025-02-09,2025-08-08,18,고용24,예,필요,예,예,기간제,아니요,상용,45000000,예,0326,,,11150,,,7,3,1,0,0,0,졸업,4년제 대학,예,33,아니요,아니요,아니요,예,아니요,예,예,예,취업알선,남,예,예,예,0501,0,0,0,6,10,5,2800,,58,65,52,54,66,61,EC,11150,"시군구 일치",아니요,0,,불일치,불일치,120,120,130,1.08,46000000,45500000,1,"2025-03-01 09:00:00","2025-03-01 10:00:00",0,,,,,,,
